id,name,IDENTITY,ALIGN,EYE,HAIR,SEX,ALIVE,FIRST APPEARANCE,Year
2115,Valeria Richards (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,Feb-02,2002
194870,Donald Blake (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,Aug-62,1962
2024,Lilandra Neramani (Earth-616),No Dual Identity,Good Characters,Orange Eyes,Black Hair,Female Characters,Deceased Characters,Feb-76,1976
4877,Dwayne Taylor (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters,Dec-89,1989
7975,Harold Hogan (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,Sep-63,1963
15257,Redwing (Earth-616),Public Identity,,Yellow Eyes,,Male Characters,Living Characters,Sep-69,1969
1399,Christopher Powell (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,Mar-91,1991
2271,Pip Gofern (Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Male Characters,Living Characters,Apr-75,1975
2428,Tony Masters (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,May-80,1980
19592,David Lieberman (Earth-616),Secret Identity,Neutral Characters,Green Eyes,Brown Hair,Male Characters,Deceased Characters,Nov-87,1987
1756,James Hudson (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,Feb-78,1978
1715,Kallark (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blue Hair,Male Characters,Living Characters,Oct-77,1977
2624,Shiro Yoshida (Earth-616),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Living Characters,Jan-70,1970
2554,Silver Sablinova (Earth-616),Secret Identity,Good Characters,Blue Eyes,Silver Hair,Female Characters,Deceased Characters,Jun-85,1985
5398,Elvin Haliday (Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,Living Characters,Nov-90,1990
25255,James Bradley (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,,
2105,Mantis (Earth-616),Secret Identity,Good Characters,Green Eyes,Black Hair,Female Characters,Living Characters,Jun-73,1973
1057,Marlene Alraune (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,Jun-76,1976
1435,Rachel Leighton (Earth-616),Secret Identity,Good Characters,Green Eyes,Brown Hair,Female Characters,Living Characters,Oct-85,1985
1450,Anthony Druid (Earth-616),Public Identity,Good Characters,Green Eyes,Black Hair,Male Characters,Deceased Characters,Jun-61,1961
68280,Cassandra Lang (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Deceased Characters,Apr-79,1979
1163,Beta Ray Bill (Earth-616),No Dual Identity,Good Characters,White Eyes,No Hair,Male Characters,Living Characters,Nov-83,1983
1961,Leech (Earth-616),Secret Identity,Good Characters,White Eyes,No Hair,Male Characters,Living Characters,Mar-84,1984
2422,Glenn Talbot (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,Nov-64,1964
15209,Bug (Earth-616),Public Identity,Good Characters,Yellow Eyes,Green Hair,Male Characters,Living Characters,Jan-79,1979
2023,Julie Power (Earth-616),Secret Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,Living Characters,Aug-84,1984
41613,Robert Ralston (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,May-63,1963
79494,Maximus (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,Feb-66,1966
1287,Genis-Vell (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,Oct-93,1993
16501,Hisako Ichiki (Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,Living Characters,Oct-04,2004
2058,X-51 (Earth-616),Known to Authorities Identity,Good Characters,Red Eyes,Black Hair,Male Characters,Living Characters,Jul-77,1977
9819,Noriko Ashida (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,Jan-04,2004
15904,Cessily Kincaid (Earth-616),Secret Identity,Good Characters,Silver Eyes,Red Hair,Female Characters,Living Characters,Aug-03,2003
5592,Kyle Gibney (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,Aug-83,1983
2727,Jack Monroe (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,Dec-53,1953
2164,Madeline Joyce (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,Deceased Characters,Nov-43,1943
1891,Jocasta (Earth-616),No Dual Identity,Good Characters,Red Eyes,No Hair,Female Characters,Living Characters,Aug-77,1977
2003,Peter Wisdom (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,Feb-95,1995
10309,Jeffrey Mace (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Deceased Characters,Dec-40,1940
39133,Aquaria Neptunia (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,May-47,1947
1475,Dragon Man (Earth-616),No Dual Identity,Good Characters,Grey Eyes,No Hair,Male Characters,Living Characters,Feb-65,1965
2577,Narya (Earth-616),Secret Identity,Good Characters,White Eyes,Blond Hair,Female Characters,Living Characters,Apr-79,1979
83811,Dino Manelli (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,Deceased Characters,May-63,1963
1904,Peter Parker (Kaine) (Earth-616),Secret Identity,Good Characters,Hazel Eyes,Brown Hair,Male Characters,Living Characters,Dec-94,1994
2362,Ronan (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,Aug-67,1967
1071,Thomas Halloway (Earth-616),Public Identity,Good Characters,Brown Eyes,White Hair,Male Characters,Living Characters,Oct-39,1939
18135,Jasper Sitwell (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,May-66,1966
1352,Frank Payne (Earth-616),Secret Identity,Neutral Characters,,Bald,Male Characters,Living Characters,Jun-77,1977
2245,Paladin (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,Jan-78,1978
535259,Steel (Earth-616),Public Identity,Good Characters,,White Hair,Male Characters,Living Characters,,
2064,Arthur Maddicks (Earth-616),No Dual Identity,Good Characters,White Eyes,No Hair,Male Characters,Living Characters,Mar-86,1986
18656,Hedy Wolfe (Earth-616),No Dual Identity,,Hazel Eyes,Black Hair,Female Characters,Living Characters,Nov-44,1944
18275,Isadore Cohen (Earth-616),Public Identity,Good Characters,,,Male Characters,Living Characters,May-63,1963
2088,Makkari (Earth-616),Secret Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Male Characters,Living Characters,Aug-40,1940
18271,Marlo Chandler (Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,Living Characters,Sep-88,1988
45178,Percival Pinkerton (Earth-616),Public Identity,Good Characters,Brown Eyes,Grey Hair,Male Characters,Deceased Characters,Jul-64,1964
7127,Quintavius Quire (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,Jan-03,2003
1881,Marla Madison (Earth-616),No Dual Identity,,Brown Eyes,Brown Hair,Female Characters,Deceased Characters,Nov-76,1976
10485,Supreme Intelligence (Earth-616),No Dual Identity,Neutral Characters,Yellow Eyes,Green Hair,Male Characters,Living Characters,Aug-67,1967
1090,Aragorn (Earth-616),No Dual Identity,Good Characters,Brown Eyes,White Hair,Male Characters,Living Characters,Jan-68,1968
16003,Betty Dean (Earth-616),No Dual Identity,Good Characters,Blue Eyes,White Hair,Female Characters,Deceased Characters,Jan-40,1940
1916,Karnilla (Earth-616),Secret Identity,Neutral Characters,Purple Eyes,Black Hair,Female Characters,Living Characters,Aug-64,1964
2596,Jacqueline Falsworth (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,Jul-76,1976
1267,Caliban (Earth-616),Secret Identity,Good Characters,Black Eyes,No Hair,Male Characters,Deceased Characters,Aug-81,1981
1686,Isaac Christians (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,Apr-81,1981
2434,Paul Norbert Ebersol (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters,Feb-66,1966
1078,Annihilus (Earth-616),No Dual Identity,Neutral Characters,Green Eyes,No Hair,Male Characters,Living Characters,Nov-68,1968
43031,Red Sonja (Earth-616),Public Identity,Good Characters,Brown Eyes,Red Hair,Female Characters,Deceased Characters,Feb-73,1973
1876,Jonathan Hart (Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,Mar-76,1976
22326,Bambina Arbogast (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,Jan-79,1979
1488,Sooraya Qadir (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,Dec-02,2002
1546,Zeus Panhellenios (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Red Hair,Male Characters,Living Characters,Jun-49,1949
19518,Randolph Robertson (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,Dec-68,1968
1068,Yao (Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,Living Characters,Jun-61,1961
1036,Agatha Harkness (Earth-616),No Dual Identity,Good Characters,Blue Eyes,White Hair,Female Characters,Deceased Characters,Jan-70,1970
5395,Jack Tarr (Earth-616),Secret Identity,,Black Eyes,Black Hair,Male Characters,Living Characters,Apr-74,1974
6635,Katherine Bishop (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,Apr-05,2005
2612,Walter Newell (Earth-616),Public Identity,Good Characters,Hazel Eyes,Brown Hair,Male Characters,Living Characters,Sep-67,1967
7584,Joanna Cargill (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,May-86,1986
2359,Rocket Raccoon (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,Jun-76,1976
68317,Lyja (Earth-616),Secret Identity,Neutral Characters,Green Eyes,Green Hair,Female Characters,Living Characters,Apr-84,1984
2002,Wyatt Wingfoot (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,May-66,1966
31525,Peter Quill (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,Jan-76,1976
2110,Marrow (Sarah) (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Red Hair,Female Characters,Living Characters,Sep-94,1994
117089,Vision (Jonas) (Earth-616),Public Identity,Good Characters,Gold Eyes,No Hair,Male Characters,Deceased Characters,Aug-05,2005
6637,William Kaplan (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,Apr-05,2005
1780,George Stacy (Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,Deceased Characters,Jan-68,1968
54511,Mari (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,Jan-79,1979
16586,Arcturus Rann (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,Jan-79,1979
18175,James Woo (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,Oct-56,1956
1479,Frank Drake (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,Apr-72,1972
1268,Callisto (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,May-83,1983
1463,Dorma (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Auburn Hair,Female Characters,Deceased Characters,Oct-39,1939
1465,Doop (Earth-616),No Dual Identity,Good Characters,Variable Eyes,Black Hair,Male Characters,Living Characters,Jul-01,2001
2298,David Alleyne (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,Oct-03,2003
1816,Hepzibah (Earth-616),Secret Identity,Good Characters,Green Eyes,White Hair,Female Characters,Living Characters,Oct-77,1977
1618,Charlie Cluster-7 (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,Aug-02,2002
2380,Samuel Sawyer (Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,Deceased Characters,May-63,1963
2635,Jacques Duquesne (Earth-616),Known to Authorities Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,Aug-65,1965
2029,Miguel Santos (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,Oct-90,1990
1361,Christopher Summers (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,Apr-77,1977
2300,Prosh (Earth-616),Secret Identity,Good Characters,Variable Eyes,No Hair,,Living Characters,Jan-88,1988
1124,Dominikos Petrakis (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,Jan-81,1981
2317,St. John Allerdyce (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,Jan-81,1981
2593,Rita Wayword (Earth-616),Secret Identity,Neutral Characters,White Eyes,Silver Hair,Female Characters,Living Characters,Sep-85,1985
2561,Angelo Espinosa (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters,Oct-94,1994
8930,Layla Miller (Earth-616),No Dual Identity,Good Characters,Green Eyes,Blond Hair,Female Characters,Living Characters,Sep-05,2005
15587,Clay Harder (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,Mar-48,1948
1665,Frigga (Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Female Characters,Living Characters,May-63,1963
1849,Ikaris (Eternal) (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,Jul-76,1976
2119,Jack Power (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,Aug-84,1984
1515,Katherine Power (Earth-616),Secret Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,Living Characters,Aug-84,1984
7628,Sharon Ventura (Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,Living Characters,Sep-85,1985
14469,Nico Minoru (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,Jul-03,2003
29110,Clive Reston (Earth-616),Public Identity,,Blue Eyes,Grey Hair,Male Characters,Living Characters,Mar-75,1975
389128,Idie Okonkwo (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,Nov-10,2010
1990,Robert Frank (Earth-616),Secret Identity,Good Characters,Brown Eyes,Grey Hair,Male Characters,Deceased Characters,Aug-41,1941
5464,Elizabeth Twoyoungmen (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,Dec-83,1983
2637,Everett Thomas (Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,Deceased Characters,Sep-94,1994
120752,Danger (Earth-616),No Dual Identity,Good Characters,,No Hair,Female Characters,Living Characters,Mar-05,2005
6636,Dorrek VIII (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,Apr-05,2005
76268,Amadeus Cho (Earth-616),No Dual Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Living Characters,Jan-06,2006
1509,Joshua Foley (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,Nov-03,2003
1526,Eternity (Earth-616),Secret Identity,Neutral Characters,Black Eyes,No Hair,,Living Characters,Nov-65,1965
1183,William Foster (Earth-616),Secret Identity,,Brown Eyes,Black Hair,Male Characters,Deceased Characters,Sep-66,1966
18648,Leiko Wu (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Deceased Characters,Oct-75,1975
14479,Chase Stein (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,Jul-03,2003
626857,Howard Hanover (Earth-616),Public Identity,,,Black Hair,Male Characters,Living Characters,,
3936,Louise Grant (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,Sep-46,1946
27054,Grand Vizier (Asgard) (Earth-616),Secret Identity,Good Characters,,White Hair,Male Characters,Living Characters,Sep-65,1965
1632,Pyreus Kril (Earth-616),Secret Identity,Neutral Characters,White Eyes,Yellow Hair,Male Characters,Living Characters,Jul-74,1974
16583,Acroyear (Earth-616),No Dual Identity,Good Characters,Grey Eyes,No Hair,Male Characters,Living Characters,Jan-79,1979
6638,Elijah Bradley (Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,Living Characters,Apr-05,2005
