id,name,IDENTITY,EYE,HAIR,SEX,ALIVE,AT LARGE,FIRST APPEARANCE,Year
30250,Miss Locke (Earth-616),Secret Identity,,Black Hair,Female Characters,Deceased Characters,No,Jan-78,1978
13464,Aaron Nicholson (Earth-616),Secret Identity,Brown Eyes,Black Hair,Male Characters,Living Characters,Yes,Jun-84,1984
1702,Ghaur (Earth-616),Secret Identity,Yellow Eyes,Blue Hair,Male Characters,Living Characters,Yes,Nov-85,1985
1260,Quincy McIver (Earth-616),Secret Identity,Brown Eyes,Black Hair,Male Characters,Living Characters,No,Oct-85,1985
5705,Ulysses Lugman (Earth-616),Secret Identity,Blue Eyes,White Hair,Male Characters,Living Characters,Yes,Jan-87,1987
5595,Ananym (Earth-616),Secret Identity,White Eyes,Red Hair,Female Characters,Living Characters,Yes,Nov-89,1989
5924,Carlton LaFroyge (Earth-616),Secret Identity,Brown Eyes,Brown Hair,Male Characters,Living Characters,Yes,May-93,1993
1889,Jonathan Powers (Earth-616),Public Identity,Blue Eyes,Brown Hair,Male Characters,Living Characters,Yes,Jul-68,1968
1065,Amphibius (Earth-616),Secret Identity,Yellow Eyes,No Hair,Male Characters,Living Characters,No,Nov-69,1969
24458,Susan Scarbo (Earth-616),Secret Identity,Green Eyes,Black Hair,Female Characters,Deceased Characters,No,Mar-70,1970
2094,William Taurens (Earth-616),Public Identity,Brown Eyes,Brown Hair,Male Characters,Living Characters,No,Jul-71,1971
1980,Paul Cartier (Earth-616),Secret Identity,Brown Eyes,Brown Hair,Male Characters,Living Characters,Yes,Apr-73,1973
12418,Marduk Kurios (Earth-616),Secret Identity,Variable Eyes,Variable Hair,Male Characters,Living Characters,No,Jan-74,1974
1998,William Stryker (Earth-616),No Dual Identity,Blue Eyes,Grey Hair,Male Characters,Deceased Characters,No,Jan-83,1983
1218,Jackie Lukus (Earth-616),Public Identity,Blue Eyes,Brown Hair,Female Characters,Living Characters,Yes,Jun-88,1988
9816,Kevin Ford (Earth-616),Secret Identity,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,No,Sep-03,2003
2121,Khan (Earth-616),Secret Identity,Red Eyes,Black Hair,Male Characters,Deceased Characters,No,Oct-60,1960
17302,Norton Fester (Earth-616),Secret Identity,Brown Eyes,Brown Hair,Male Characters,Living Characters,Yes,May-66,1966
1235,Brainchild (Earth-616),,Brown Eyes,Brown Hair,Male Characters,Living Characters,Yes,Nov-69,1969
2725,Tilda Johnson (Earth-616),,Brown Eyes,Black Hair,Female Characters,Living Characters,Yes,Aug-73,1973
15332,Meranno (Earth-616),Secret Identity,Blue Eyes,Grey Hair,Male Characters,Living Characters,No,Nov-75,1975
19096,Lancaster Sneed (Earth-616),Secret Identity,Green Eyes,Black Hair,Male Characters,Living Characters,Yes,Jul-76,1976
4095,Deathwatch (Earth-616),Secret Identity,Red Eyes,Red Hair,Male Characters,Living Characters,No,May-90,1990
84720,Ormond Wychwood (Earth-616),Secret Identity,Blue Eyes,Blond Hair,Male Characters,Living Characters,No,Jun-92,1992
1199,Yelena Belova (Earth-616),Secret Identity,Blue Eyes,Blond Hair,Female Characters,Deceased Characters,No,Mar-99,1999
329886,Tiberius Stone (Earth-616),Public Identity,Blue Eyes,Brown Hair,Male Characters,Living Characters,No,Feb-01,2001
12414,Peotor (Earth-616),Public Identity,Black Eyes,Red Hair,Male Characters,Living Characters,Yes,Apr-63,1963
16734,Bolivar Trask (Earth-616),No Dual Identity,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,No,Nov-65,1965
22794,Spymaster (Ted Calloway) (Earth-616),Secret Identity,Blue Eyes,Blond Hair,Male Characters,Living Characters,No,Jan-71,1971
1317,Tryco Slatterus (Earth-616),Secret Identity,Silver Eyes,Red Hair,Male Characters,Living Characters,Yes,Oct-82,1982
1583,Carmella Unuscione (Earth-616),Secret Identity,Brown Eyes,Brown Hair,Female Characters,Living Characters,Yes,Mar-93,1993
1611,Ozymandias (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,May-96,1996
35895,Monica Rappaccini (Earth-616),Public Identity,Blue Eyes,Black Hair,Female Characters,Living Characters,No,Jun-05,2005
16618,Steven Lang (Earth-616),Public Identity,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,No,Dec-75,1975
13108,Gustav Krueger (Earth-616),Secret Identity,Brown Eyes,Grey Hair,Male Characters,Deceased Characters,No,Oct-85,1985
2515,Kim Il Sung (Earth-616),Secret Identity,Brown Eyes,Black Hair,Male Characters,Deceased Characters,No,Oct-86,1986
1261,Carl Burbank (Earth-616),Secret Identity,Blue Eyes,Blond Hair,Male Characters,Living Characters,Yes,Dec-87,1987
1350,Frank Bohannan (Earth-616),Secret Identity,White Eyes,White Hair,Male Characters,Deceased Characters,No,Mar-87,1987
17286,Gordon Fraley (Earth-616),,Red Eyes,,Male Characters,Living Characters,No,Jan-88,1988
38680,Peter Parker (Doppelganger) (Earth-616),Secret Identity,White Eyes,No Hair,Male Characters,Living Characters,Yes,Jun-92,1992
6562,Peter Parker (Spidercide) (Earth-616),Secret Identity,Hazel Eyes,Brown Hair,Male Characters,Deceased Characters,No,Mar-95,1995
120512,Edwin Jarvis (Skrull) (Earth-616),Secret Identity,Green Eyes,No Hair,Male Characters,Deceased Characters,No,Mar-05,2005
68214,Romulus (Earth-616),Secret Identity,Black Eyes,White Hair,Male Characters,Living Characters,No,Mar-07,2007
12412,Igor (Earth-616),Public Identity,Black Eyes,Yellow Hair,Male Characters,Living Characters,Yes,Apr-63,1963
26905,Aireo (Earth-616),Secret Identity,Blue Eyes,,Male Characters,Living Characters,No,Feb-66,1966
2092,Karlin Malus (Earth-616),No Dual Identity,Brown Eyes,Black Hair,Male Characters,Deceased Characters,No,Sep-80,1980
44825,Nguyen Ngoc Coy (Earth-616),Public Identity,Brown Eyes,Black Hair,Male Characters,Living Characters,No,Dec-80,1980
1259,Raoul Bushman (Earth-616),Public Identity,Brown Eyes,Brown Hair,Male Characters,Living Characters,Yes,Nov-80,1980
5649,Scourge (Delazny) (Earth-616),Secret Identity,,White Hair,Male Characters,Deceased Characters,No,May-85,1985
11832,Quicksand (Earth-616),Secret Identity,Yellow Eyes,,Female Characters,Living Characters,No,Jun-88,1988
130082,Brendan Rathcoole (Earth-616),Public Identity,Blue Eyes,Blond Hair,Male Characters,Living Characters,No,Jun-92,1992
2122,Master Mold (Earth-616),No Dual Identity,Yellow Eyes,No Hair,Male Characters,Deceased Characters,No,Dec-65,1965
1590,Quasi-Motivational Destruct Organism (Earth-616),,White Eyes,No Hair,Male Characters,Living Characters,No,Nov-66,1966
2694,Mangog (Earth-616),,Brown Eyes,No Hair,Male Characters,Living Characters,Yes,Jul-68,1968
2651,Jonas Harrow (Earth-616),No Dual Identity,,Bald,Male Characters,Deceased Characters,No,Nov-72,1972
8854,Vincent Stegron (Earth-616),Public Identity,Green Eyes,No Hair,Male Characters,Living Characters,Yes,Mar-74,1974
1839,Albert Potter (Earth-616),Secret Identity,Blue Eyes,Bald,Male Characters,Living Characters,No,Oct-76,1976
1436,Archibald Dyker (Earth-616),Secret Identity,Blue Eyes,No Hair,Male Characters,Living Characters,No,Nov-76,1976
1447,Douglas Birely (Earth-616),Public Identity,Grey Eyes,Brown Hair,Male Characters,Living Characters,Yes,Nov-77,1977
5376,Sergei Krylov (Earth-616),Secret Identity,White Eyes,,Male Characters,Living Characters,No,Oct-77,1977
2191,Morg (Earth-616),Secret Identity,Red Eyes,Grey Hair,Male Characters,Deceased Characters,No,Aug-92,1992
57193,Malcolm Colcord (Earth-616),Secret Identity,Blue Eyes,Black Hair,Male Characters,Living Characters,No,Mar-01,2001
46824,Predator X (Earth-616),Secret Identity,Silver Eyes,No Hair,,Living Characters,No,Mar-07,2007
241865,Anastasia Kravinoff (Earth-616),Secret Identity,Brown Eyes,Blond Hair,Female Characters,Living Characters,No,Sep-08,2008
1771,Alistaire Smythe (Earth-616),Public Identity,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,No,,
1414,Phillip Sterling (Earth-616),Secret Identity,Blue Eyes,Grey Hair,Male Characters,Deceased Characters,No,Apr-68,1968
7427,Lawrence Cranston (Earth-616),Public Identity,Blue Eyes,Brown Hair,Male Characters,Living Characters,Yes,Jun-72,1972
1927,Erik Killmonger (Earth-616),Secret Identity,Brown Eyes,Black Hair,Male Characters,Deceased Characters,No,Sep-73,1973
1553,Zzzax (Earth-616),Public Identity,,No Hair,,Living Characters,No,Aug-73,1973
11961,James Jaspers (Earth-616),Secret Identity,Blue Eyes,Black Hair,Male Characters,Deceased Characters,No,Sep-83,1983
1034,Adversary (Earth-616),Secret Identity,Blue Eyes,,Male Characters,Living Characters,No,Dec-84,1984
1303,Sharon Smith (Earth-616),Secret Identity,Purple Eyes,Purple Hair,Female Characters,Deceased Characters,No,Jun-84,1984
1224,Bonebreaker (Earth-616),Secret Identity,,White Hair,Male Characters,Living Characters,Yes,May-88,1988
129901,Bronwen Gryffn (Earth-616),Public Identity,Brown Eyes,Black Hair,Female Characters,Living Characters,Yes,Jun-92,1992
16516,Brent Jackson (Earth-616),Public Identity,Blue Eyes,Blond Hair,Male Characters,Living Characters,No,Jun-01,2001
8857,Morlun (Earth-616),No Dual Identity,Red Eyes,Black Hair,Male Characters,Living Characters,No,Jun-01,2001
177572,Alice Hayes (Earth-616),Secret Identity,,,Female Characters,Deceased Characters,No,Jul-03,2003
332730,Sasha Hammer (Earth-616),Public Identity,Brown Eyes,Black Hair,Female Characters,Living Characters,No,Jul-08,2008
432264,June Covington (Earth-616),Secret Identity,Blue Eyes,Blond Hair,Female Characters,Living Characters,No,Jan-11,2011
8799,Bennett Brant (Earth-616),Secret Identity,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,No,Apr-64,1964
1698,Geirrodur (Earth-616),Secret Identity,Brown Eyes,Brown Hair,Male Characters,Living Characters,No,Feb-64,1964
9644,Maris Morlak (Earth-616),Secret Identity,,Bald,Male Characters,Deceased Characters,No,Sep-67,1967
3842,Peter van Zante (Earth-616),Public Identity,Brown Eyes,Red Hair,Male Characters,Living Characters,Yes,Apr-77,1977
14616,Slaymaster (Earth-616),Secret Identity,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,No,Oct-77,1977
2549,Seth Voelker (Earth-616),Public Identity,Blue Eyes,Black Hair,Male Characters,Living Characters,Yes,Jun-80,1980
15578,Beast (Demon) (Earth-616),,,,Male Characters,Living Characters,Yes,Aug-86,1986
4673,Jeff Wilde (Earth-616),Secret Identity,Yellow Eyes,Brown Hair,Male Characters,Deceased Characters,No,Sep-89,1989
1648,Michael McCain (Earth-616),Secret Identity,,Black Hair,Male Characters,Deceased Characters,No,Feb-90,1990
7316,Stellaris (Earth-616),Secret Identity,Blue Eyes,Brown Hair,Female Characters,Living Characters,Yes,Jul-90,1990
1712,Gideon (Earth-616),Secret Identity,Blue Eyes,White Hair,Male Characters,Deceased Characters,No,Feb-91,1991
1620,Fatale (Earth-616),Secret Identity,Green Eyes,,Female Characters,Living Characters,Yes,Apr-93,1993
1512,Marius St. Croix (Earth-616),Secret Identity,Grey Eyes,Grey Hair,Male Characters,Living Characters,Yes,Nov-94,1994
2619,Angelina Brancale (Earth-616),Secret Identity,Blue Eyes,Blond Hair,Female Characters,Living Characters,No,Jan-95,1995
1420,Delilah (Earth-616),Secret Identity,Blue Eyes,Black Hair,Female Characters,Living Characters,No,Aug-96,1996
107339,Vincent Gonzales (Earth-616),No Dual Identity,Brown Eyes,Black Hair,Male Characters,Living Characters,Yes,Jun-07,2007
1800,Adolf Hitler (Clone) (Earth-616),Secret Identity,Blue Eyes,Brown Hair,Male Characters,Living Characters,No,Dec-63,1963
12413,Miklho (Earth-616),Public Identity,Black Eyes,Orange Hair,Male Characters,Deceased Characters,No,Apr-63,1963
1559,Ymir (Earth-616),No Dual Identity,White Eyes,No Hair,Male Characters,Living Characters,Yes,Oct-63,1963
1332,Chthon (Earth-616),Secret Identity,Red Eyes,No Hair,Male Characters,Living Characters,No,Oct-75,1975
2016,Helen Feliciano (Earth-616),Secret Identity,Brown Eyes,Blond Hair,Female Characters,Deceased Characters,No,Aug-79,1979
20248,Andrea von Strucker (Earth-616),Secret Identity,Blue Eyes,Blond Hair,Female Characters,Deceased Characters,No,Jun-85,1985
15510,Burchell Clemens (Earth-616),Secret Identity,Brown Eyes,Black Hair,Male Characters,Deceased Characters,No,Oct-85,1985
2357,Janos Quested (Earth-616),Secret Identity,Purple Eyes,Purple Hair,Male Characters,Living Characters,No,Nov-86,1986
4608,Malice (Marauders) (Earth-616),Secret Identity,,,Female Characters,Living Characters,No,Oct-86,1986
1996,Richard Gill (Earth-616),Secret Identity,,White Hair,Male Characters,Living Characters,Yes,Feb-90,1990
2536,Shinobi Shaw (Earth-616),Public Identity,Brown Eyes,Black Hair,Male Characters,Deceased Characters,No,Jun-91,1991
129906,Eadmund Porlock (Earth-616),Public Identity,Hazel Eyes,Brown Hair,Male Characters,Living Characters,Yes,Jul-92,1992
177570,Gene Hayes (Earth-616),Secret Identity,Brown Eyes,,Male Characters,Deceased Characters,No,Jul-03,2003
177568,Stacey Yorkes (Earth-616),Public Identity,Green Eyes,Brown Hair,Female Characters,Deceased Characters,No,Jul-03,2003
603449,Andrew Forson (Earth-616),No Dual Identity,Blue Eyes,Blond Hair,Male Characters,Living Characters,No,May-11,2011
2161,Joshua Ayers (Earth-616),Public Identity,Blue Eyes,Black Hair,Male Characters,Living Characters,No,Mar-62,1962
10125,Morgan Stark (Earth-616),Public Identity,Hazel Eyes,Brown Hair,Male Characters,Deceased Characters,No,Aug-65,1965
5537,Ultimo (Earth-616),,Yellow Eyes,No Hair,Male Characters,Living Characters,No,Apr-66,1966
2127,Mastermind (Computer) (Earth-616),Secret Identity,Gold Eyes,No Hair,Male Characters,Living Characters,No,Dec-76,1976
7703,Samuel Barone (Earth-616),Secret Identity,Brown Eyes,Black Hair,Male Characters,Deceased Characters,No,Oct-76,1976
1178,Harry Leland (Earth-616),Secret Identity,Green Eyes,Red Hair,Male Characters,Deceased Characters,No,Apr-80,1980
1412,Roland Burroughs (Earth-616),Secret Identity,Blue Eyes,,Male Characters,Deceased Characters,No,Jun-80,1980
2299,Anthony Power (Earth-616),Public Identity,Brown Eyes,Brown Hair,Male Characters,Living Characters,No,May-82,1982
15950,Vixen (British Crimelord) (Earth-616),Secret Identity,Magenta Eyes,Magenta Hair,Female Characters,Living Characters,No,Sep-83,1983
1638,Karl Morgenthau (Earth-616),Secret Identity,Brown Eyes,Brown Hair,Male Characters,Living Characters,No,Dec-85,1985
15092,Michael Baer (Earth-616),Secret Identity,Brown Eyes,Bald,Male Characters,Living Characters,Yes,Nov-86,1986
78164,Truett Hudson (Earth-616),Secret Identity,,Bald,Male Characters,Deceased Characters,No,Mar-91,1991
15647,Vali Halfling (Earth-616),Secret Identity,Brown Eyes,Brown Hair,Male Characters,Living Characters,No,Mar-91,1991
9838,Steven Levins (Earth-616),Secret Identity,,No Hair,Male Characters,Deceased Characters,No,Jan-92,1992
5683,Siena Blaze (Earth-616),Public Identity,Brown Eyes,Blond Hair,Female Characters,Deceased Characters,No,Jan-93,1993
25595,Vincente Fortunato (Earth-616),Secret Identity,Blue Eyes,Bald,Male Characters,Living Characters,Yes,Jul-96,1996
351516,Orb (Zadkiel agent) (Earth-616),Secret Identity,Blue Eyes,No Hair,Male Characters,Living Characters,Yes,Oct-08,2008
2126,Martinique Wyngarde (Earth-616),Secret Identity,Blue Eyes,Brown Hair,Female Characters,Living Characters,No,,
1330,Harvey Schlemerman (Earth-616),Secret Identity,Blue Eyes,Bald,Male Characters,Living Characters,No,May-60,1960
10100,Gordon Keefer (Earth-616),Secret Identity,Brown Eyes,Grey Hair,Male Characters,Deceased Characters,No,Jan-65,1965
2695,Frank Farnum (Earth-616),,Brown Eyes,Black Hair,Male Characters,Living Characters,Yes,May-66,1966
4015,Wladyslav Shinski (Earth-616),Public Identity,,Grey Hair,Male Characters,Living Characters,Yes,Sep-67,1967
7089,Basil Elks (Earth-616),Secret Identity,Red Eyes,No Hair,Male Characters,Deceased Characters,No,Dec-73,1973
1202,Marcus Daniels (Earth-616),Public Identity,Grey Eyes,Brown Hair,Male Characters,Living Characters,Yes,May-78,1978
2073,Maelstrom (Earth-616),Secret Identity,Purple Eyes,Purple Hair,Male Characters,Deceased Characters,No,Jan-81,1981
16890,Prism (Robbie) (Earth-616),Secret Identity,White Eyes,No Hair,Male Characters,Living Characters,Yes,Nov-86,1986
5439,Samuel John LaRoquette (Earth-616),Public Identity,Brown Eyes,Brown Hair,Male Characters,Living Characters,Yes,Mar-86,1986
72602,Malcolm McBride (Earth-616),Secret Identity,Yellow Eyes,No Hair,Male Characters,Living Characters,Yes,Apr-89,1989
129966,Gudrun Tyburn (Earth-616),Public Identity,Brown Eyes,White Hair,Female Characters,Living Characters,No,Jun-92,1992
177566,Dale Yorkes (Earth-616),Public Identity,Green Eyes,Grey Hair,Male Characters,Deceased Characters,No,Jul-03,2003
126258,Timothy Dugan (Skrull) (Earth-616),Secret Identity,Green Eyes,No Hair,Male Characters,Deceased Characters,No,Jul-08,2008
432991,Ai Apaec (Earth-616),Secret Identity,White Eyes,Grey Hair,Male Characters,Deceased Characters,No,Jan-11,2011
1302,Townshend Horgan (Earth-616),Secret Identity,Green Eyes,Red Hair,Male Characters,Deceased Characters,No,Oct-65,1965
1692,Gaza (Earth-616),Public Identity,White Eyes,Black Hair,Male Characters,Living Characters,Yes,Nov-69,1969
316114,Servo-Guards (Earth-616),,Red Eyes,No Hair,Male Characters,Living Characters,No,Mar-69,1969
2425,Anton Miguel Rodriquez (Earth-616),Public Identity,Brown Eyes,Black Hair,Male Characters,Deceased Characters,No,Jul-74,1974
1457,Doctor Sun (Earth-616),Secret Identity,,No Hair,Male Characters,Deceased Characters,No,Jan-74,1974
2302,Kevin MacTaggert (Earth-616),Secret Identity,White Eyes,No Hair,Male Characters,Living Characters,Yes,Mar-79,1979
2282,Marian Pouncy (Earth-616),Public Identity,Blue Eyes,Brown Hair,Female Characters,Living Characters,Yes,Aug-79,1979
16919,Murray Reese (Earth-616),Secret Identity,,,Male Characters,Deceased Characters,No,May-80,1980
95123,Reptyl (Earth-616),,Yellow Eyes,,Male Characters,Living Characters,Yes,May-88,1988
31357,Jeremy Clarke (Earth-616),No Dual Identity,,Bald,Male Characters,Deceased Characters,No,Aug-90,1990
44006,Esme Cuckoo (Earth-616),Secret Identity,Blue Eyes,Blond Hair,Female Characters,Deceased Characters,No,Nov-01,2001
177564,Catherine Wilder (Earth-616),Public Identity,Brown Eyes,Black Hair,Female Characters,Deceased Characters,No,Jul-03,2003
177574,Victor Stein (Earth-616),Secret Identity,,Blond Hair,Male Characters,Deceased Characters,No,Jul-03,2003
11837,Xemnu (Earth-616),Secret Identity,Red Eyes,White Hair,Male Characters,Living Characters,Yes,Nov-60,1960
1174,Henry Hawk (Earth-616),Secret Identity,,,Male Characters,Deceased Characters,No,Oct-65,1965
1629,Gary Gilbert (Earth-616),Secret Identity,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,No,Jul-70,1970
2429,Arnold Paffenroth (Earth-616),Secret Identity,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,No,Sep-73,1973
5685,Isaiah Curwen (Earth-616),,Blue Eyes,White Hair,Male Characters,Living Characters,Yes,Jun-74,1974
15059,Moses Magnum (Earth-616),Public Identity,Brown Eyes,Black Hair,Male Characters,Living Characters,No,Apr-75,1975
1446,Lester Verde (Earth-616),Secret Identity,Blue Eyes,Strawberry Blond Hair,Male Characters,Living Characters,No,Aug-77,1977
